"filename", "language", "Markdown", "HTML", "Docker", "JSON", "JavaScript", "PostCSS", "XML", "comment", "blank", "total"
"c:\Users\rache\catbook\NodeCrypt\CLAUDE.md", "Markdown", 28, 0, 0, 0, 0, 0, 0, 0, 3, 31
"c:\Users\rache\catbook\NodeCrypt\Dockerfile", "Docker", 0, 0, 67, 0, 0, 0, 0, 50, 22, 139
"c:\Users\rache\catbook\NodeCrypt\HIPAA-IMPLEMENTATION.md", "Markdown", 159, 0, 0, 0, 0, 0, 0, 0, 47, 206
"c:\Users\rache\catbook\NodeCrypt\LEGAL_IP_LOGGING.md", "Markdown", 444, 0, 0, 0, 0, 0, 0, 0, 97, 541
"c:\Users\rache\catbook\NodeCrypt\README.md", "Markdown", 126, 0, 0, 0, 0, 0, 0, 0, 54, 180
"c:\Users\rache\catbook\NodeCrypt\README_EN.md", "Markdown", 121, 0, 0, 0, 0, 0, 0, 0, 50, 171
"c:\Users\rache\catbook\NodeCrypt\SECURITY_RECOMMENDATIONS.md", "Markdown", 136, 0, 0, 0, 0, 0, 0, 0, 21, 157
"c:\Users\rache\catbook\NodeCrypt\STUN_TURN_SETUP.md", "Markdown", 311, 0, 0, 0, 0, 0, 0, 0, 67, 378
"c:\Users\rache\catbook\NodeCrypt\client\assets\favicon.svg", "XML", 0, 0, 0, 0, 0, 0, 6, 4, 1, 11
"c:\Users\rache\catbook\NodeCrypt\client\css\body.css", "PostCSS", 0, 0, 0, 0, 0, 493, 0, 15, 66, 574
"c:\Users\rache\catbook\NodeCrypt\client\css\form-animation.css", "PostCSS", 0, 0, 0, 0, 0, 23, 0, 1, 4, 28
"c:\Users\rache\catbook\NodeCrypt\client\css\phone.css", "PostCSS", 0, 0, 0, 0, 0, 201, 0, 6, 30, 237
"c:\Users\rache\catbook\NodeCrypt\client\css\style.css", "PostCSS", 0, 0, 0, 0, 0, 1590, 0, 30, 243, 1863
"c:\Users\rache\catbook\NodeCrypt\client\css\webrtc.css", "PostCSS", 0, 0, 0, 0, 0, 138, 0, 7, 23, 168
"c:\Users\rache\catbook\NodeCrypt\client\index.html", "HTML", 0, 207, 0, 0, 0, 0, 0, 6, 3, 216
"c:\Users\rache\catbook\NodeCrypt\client\js\HIPAAIntegration.js", "JavaScript", 0, 0, 0, 0, 328, 0, 0, 47, 86, 461
"c:\Users\rache\catbook\NodeCrypt\client\js\HIPAAMedicalChat.js", "JavaScript", 0, 0, 0, 0, 521, 0, 0, 91, 116, 728
"c:\Users\rache\catbook\NodeCrypt\client\js\HIPAAMedicalChatWithQueue.js", "JavaScript", 0, 0, 0, 0, 548, 0, 0, 121, 143, 812
"c:\Users\rache\catbook\NodeCrypt\client\js\HIPAAWebRTCApp.js", "JavaScript", 0, 0, 0, 0, 420, 0, 0, 57, 109, 586
"c:\Users\rache\catbook\NodeCrypt\client\js\NodeCrypt.js", "JavaScript", 0, 0, 0, 0, 538, 0, 0, 58, 29, 625
"c:\Users\rache\catbook\NodeCrypt\client\js\chat.js", "JavaScript", 0, 0, 0, 0, 404, 0, 0, 53, 22, 479
"c:\Users\rache\catbook\NodeCrypt\client\js\encryption\SignalProtocolManager.js", "JavaScript", 0, 0, 0, 0, 211, 0, 0, 24, 43, 278
"c:\Users\rache\catbook\NodeCrypt\client\js\encryption\SignalProtocolStore.js", "JavaScript", 0, 0, 0, 0, 137, 0, 0, 8, 36, 181
"c:\Users\rache\catbook\NodeCrypt\client\js\hipaa\HIPAAMiddleware.js", "JavaScript", 0, 0, 0, 0, 356, 0, 0, 58, 85, 499
"c:\Users\rache\catbook\NodeCrypt\client\js\hipaa\WebRTCAuditLogger.js", "JavaScript", 0, 0, 0, 0, 451, 0, 0, 117, 75, 643
"c:\Users\rache\catbook\NodeCrypt\client\js\keymanagement\KeyRotationManager.js", "JavaScript", 0, 0, 0, 0, 292, 0, 0, 42, 64, 398
"c:\Users\rache\catbook\NodeCrypt\client\js\main.js", "JavaScript", 0, 0, 0, 0, 292, 0, 0, 93, 50, 435
"c:\Users\rache\catbook\NodeCrypt\client\js\messaging\MessageFlowManager.js", "JavaScript", 0, 0, 0, 0, 449, 0, 0, 90, 127, 666
"c:\Users\rache\catbook\NodeCrypt\client\js\queue\QueuePersistence.js", "JavaScript", 0, 0, 0, 0, 365, 0, 0, 68, 92, 525
"c:\Users\rache\catbook\NodeCrypt\client\js\queue\QueueUIComponents.js", "JavaScript", 0, 0, 0, 0, 1275, 0, 0, 35, 123, 1433
"c:\Users\rache\catbook\NodeCrypt\client\js\queue\SecureQueueManager.js", "JavaScript", 0, 0, 0, 0, 435, 0, 0, 81, 117, 633
"c:\Users\rache\catbook\NodeCrypt\client\js\room.js", "JavaScript", 0, 0, 0, 0, 334, 0, 0, 41, 29, 404
"c:\Users\rache\catbook\NodeCrypt\client\js\security\SecurityHardening.js", "JavaScript", 0, 0, 0, 0, 451, 0, 0, 68, 115, 634
"c:\Users\rache\catbook\NodeCrypt\client\js\ui.js", "JavaScript", 0, 0, 0, 0, 513, 0, 0, 88, 57, 658
"c:\Users\rache\catbook\NodeCrypt\client\js\util.avatar.js", "JavaScript", 0, 0, 0, 0, 15, 0, 0, 8, 0, 23
"c:\Users\rache\catbook\NodeCrypt\client\js\util.dom.js", "JavaScript", 0, 0, 0, 0, 46, 0, 0, 18, 0, 64
"c:\Users\rache\catbook\NodeCrypt\client\js\util.emoji.js", "JavaScript", 0, 0, 0, 0, 75, 0, 0, 15, 3, 93
"c:\Users\rache\catbook\NodeCrypt\client\js\util.file.js", "JavaScript", 0, 0, 0, 0, 540, 0, 0, 105, 104, 749
"c:\Users\rache\catbook\NodeCrypt\client\js\util.fileUpload.js", "JavaScript", 0, 0, 0, 0, 244, 0, 0, 60, 58, 362
"c:\Users\rache\catbook\NodeCrypt\client\js\util.i18n.js", "JavaScript", 0, 0, 0, 0, 362, 0, 0, 77, 42, 481
"c:\Users\rache\catbook\NodeCrypt\client\js\util.image.js", "JavaScript", 0, 0, 0, 0, 165, 0, 0, 40, 30, 235
"c:\Users\rache\catbook\NodeCrypt\client\js\util.settings.js", "JavaScript", 0, 0, 0, 0, 391, 0, 0, 93, 47, 531
"c:\Users\rache\catbook\NodeCrypt\client\js\util.string.js", "JavaScript", 0, 0, 0, 0, 22, 0, 0, 10, 2, 34
"c:\Users\rache\catbook\NodeCrypt\client\js\util.theme.js", "JavaScript", 0, 0, 0, 0, 78, 0, 0, 23, 12, 113
"c:\Users\rache\catbook\NodeCrypt\client\js\utils\crypto.js", "JavaScript", 0, 0, 0, 0, 58, 0, 0, 47, 11, 116
"c:\Users\rache\catbook\NodeCrypt\client\js\webrtc-handler.js", "JavaScript", 0, 0, 0, 0, 21, 0, 0, 25, 12, 58
"c:\Users\rache\catbook\NodeCrypt\client\js\webrtc-integration.js", "JavaScript", 0, 0, 0, 0, 423, 0, 0, 98, 73, 594
"c:\Users\rache\catbook\NodeCrypt\client\js\webrtc\SecureWebRTC.js", "JavaScript", 0, 0, 0, 0, 291, 0, 0, 47, 73, 411
"c:\Users\rache\catbook\NodeCrypt\demo-working.js", "JavaScript", 0, 0, 0, 0, 283, 0, 0, 21, 53, 357
"c:\Users\rache\catbook\NodeCrypt\hipaa-demo.html", "HTML", 0, 459, 0, 0, 0, 0, 0, 7, 98, 564
"c:\Users\rache\catbook\NodeCrypt\hipaa-queue-demo.html", "HTML", 0, 1048, 0, 0, 0, 0, 0, 14, 168, 1230
"c:\Users\rache\catbook\NodeCrypt\package-lock.json", "JSON", 0, 0, 0, 4813, 0, 0, 0, 0, 1, 4814
"c:\Users\rache\catbook\NodeCrypt\package.json", "JSON", 0, 0, 0, 48, 0, 0, 0, 0, 1, 49
"c:\Users\rache\catbook\NodeCrypt\server\package-lock.json", "JSON", 0, 0, 0, 76, 0, 0, 0, 0, 1, 77
"c:\Users\rache\catbook\NodeCrypt\server\package.json", "JSON", 0, 0, 0, 13, 0, 0, 0, 0, 1, 14
"c:\Users\rache\catbook\NodeCrypt\server\queue-server.js", "JavaScript", 0, 0, 0, 0, 667, 0, 0, 85, 170, 922
"c:\Users\rache\catbook\NodeCrypt\server\server.js", "JavaScript", 0, 0, 0, 0, 423, 0, 0, 16, 147, 586
"c:\Users\rache\catbook\NodeCrypt\test-integration.js", "JavaScript", 0, 0, 0, 0, 295, 0, 0, 40, 55, 390
"c:\Users\rache\catbook\NodeCrypt\test-queue-system.js", "JavaScript", 0, 0, 0, 0, 511, 0, 0, 68, 125, 704
"c:\Users\rache\catbook\NodeCrypt\test-webrtc-integration.html", "HTML", 0, 221, 0, 0, 0, 0, 0, 0, 17, 238
"c:\Users\rache\catbook\NodeCrypt\tests\encryption.test.js", "JavaScript", 0, 0, 0, 0, 130, 0, 0, 52, 48, 230
"c:\Users\rache\catbook\NodeCrypt\tests\integration.test.js", "JavaScript", 0, 0, 0, 0, 310, 0, 0, 96, 100, 506
"c:\Users\rache\catbook\NodeCrypt\tests\keymanagement.test.js", "JavaScript", 0, 0, 0, 0, 144, 0, 0, 54, 56, 254
"c:\Users\rache\catbook\NodeCrypt\tests\messageflow.test.js", "JavaScript", 0, 0, 0, 0, 293, 0, 0, 73, 88, 454
"c:\Users\rache\catbook\NodeCrypt\tests\security.test.js", "JavaScript", 0, 0, 0, 0, 372, 0, 0, 86, 94, 552
"c:\Users\rache\catbook\NodeCrypt\tests\webrtc.test.js", "JavaScript", 0, 0, 0, 0, 268, 0, 0, 54, 69, 391
"c:\Users\rache\catbook\NodeCrypt\vite.config.js", "JavaScript", 0, 0, 0, 0, 48, 0, 0, 47, 0, 95
"c:\Users\rache\catbook\NodeCrypt\worker\index.js", "JavaScript", 0, 0, 0, 0, 371, 0, 0, 34, 75, 480
"c:\Users\rache\catbook\NodeCrypt\worker\utils.js", "JavaScript", 0, 0, 0, 0, 118, 0, 0, 10, 32, 160
"Total", "-", 1325, 1935, 67, 4950, 15284, 2445, 6, 2782, 4115, 32909